Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp,Event,EventTime,EventFile
-3199.2498,-3242.1204,-3216.9971,-3315.7246,52058.6406,51453.9141,65809.5469,44135.4609,-2356.2314,3621.3401,-3031.2764,836.8716,66298.1797,53709.5625,47644.7305,45496.5508,907.1455,4729.2041,3744.0735,32624.4258,42809.4453,44359.9414,111.599243,NaN,NaN,NaN
-77.0912,-397.7716,88.2000,-528.5740,52082.3359,51278.6758,65884.7813,43203.4609,1161.9778,3331.6616,670.7311,2736.7251,66450.3516,53681.6250,47717.7969,44452.6133,2893.0085,3990.8816,3576.9272,32882.3867,42229.1484,44449.3945,111.603241,NaN,NaN,NaN
3674.2466,3405.3552,3532.7825,3165.8562,52061.9961,51069.2422,66009.4609,41732.6953,3257.0513,2956.7556,3845.8411,3433.6973,66662.0000,53663.6094,47828.6172,42887.6094,3555.5813,2064.8093,3324.7771,33302.9375,41323.7695,44589.2266,111.607239,NaN,NaN,NaN
3257.2078,3007.2258,3005.7061,2883.7549,52040.6719,51131.4688,66010.0859,41855.6758,3162.2129,3044.7769,3485.0840,3435.0159,66635.0625,53681.8047,47823.3008,43055.5391,3525.2947,1741.5361,3351.7556,33274.9727,41412.5938,44577.3359,111.611237,NaN,NaN,NaN
-1207.1953,-1396.9169,-1379.1473,-1339.1154,52034.6563,51369.6250,65881.1172,43363.5664,396.3188,3452.3386,-660.9858,2414.4353,66403.4297,53708.7148,47704.6328,44691.8438,2461.3293,4007.6230,3614.7910,32849.8203,42345.9609,44433.0547,111.615234,NaN,NaN,NaN
-3217.1089,-3259.4207,-3231.4810,-3338.9929,52054.5742,51450.4961,65806.5078,44132.6914,-2340.8086,3611.7288,-3024.6155,865.4371,66295.2500,53707.1289,47641.4688,45493.2656,997.8042,4731.5288,3747.4709,32625.7891,42811.7461,44361.8203,111.619232,NaN,NaN,NaN
-243.2764,-586.4874,-49.3750,-726.6105,52081.0156,51278.7891,65883.2656,43210.1914,1194.5665,3328.4651,677.4366,2798.1702,66448.2266,53680.9102,47716.1445,44459.7422,2981.5662,3993.2061,3579.3188,32880.8438,42235.0039,44449.7969,111.623230,NaN,NaN,NaN
3635.1089,3356.1814,3501.5347,3115.1179,52065.1680,51072.1250,66011.5625,41740.1602,3252.5364,2966.4563,3841.9519,3439.0393,66663.2500,53665.3516,47830.4063,42895.8555,3555.2236,2056.8745,3324.0620,33299.8047,41325.1563,44587.3477,111.627228,NaN,NaN,NaN
3260.7395,3007.8071,3009.2375,2888.4487,52033.3828,51123.2422,66003.5625,41843.6250,3161.0730,3030.4270,3496.0808,3422.9014,66629.4531,53675.4102,47816.8828,43042.7305,3516.4658,1817.1073,3347.3972,33272.7852,41406.2930,44574.6523,111.631226,NaN,NaN,NaN
-1188.0399,-1385.8975,-1360.1483,-1306.0348,52029.2930,51363.2578,65876.3516,43352.2813,387.6463,3443.1072,-612.7507,2353.9739,66399.0703,53703.3945,47699.8281,44679.7500,2374.8057,4018.7542,3609.8735,32847.0039,42338.2031,44429.6133,111.635223,NaN,NaN,NaN
-3219.5227,-3260.2029,-3234.7219,-3336.6460,52056.0703,51451.6797,65807.4688,44134.8359,-2312.0645,3619.3284,-3024.7051,829.2497,66295.4063,53707.2852,47641.9609,45496.0117,900.1271,4729.3159,3743.4924,32622.0801,42809.2422,44358.5781,111.639221,NaN,NaN,NaN
-233.5310,-552.8480,-43.2506,-684.4998,52074.4219,51273.4023,65876.3750,43211.3516,1210.2128,3319.5469,667.2443,2792.3140,66441.2266,53675.1211,47709.3281,44460.9492,2964.6011,3997.5200,3577.1506,32875.1016,42236.4375,44445.7930,111.643219,NaN,NaN,NaN
3641.3896,3369.4360,3505.7815,3129.7134,52065.6133,51073.3555,66011.5391,41745.2344,3254.8833,2965.2046,3838.4873,3438.9946,66663.1797,53665.8438,47830.6523,42900.7305,3557.8389,1983.0914,3326.4983,33299.7188,41329.7813,44588.6211,111.647217,NaN,NaN,NaN
3288.4556,3035.2102,3036.5291,2913.9075,52043.8008,51131.7813,66013.7266,41848.2539,3181.6143,3046.1404,3519.6843,3436.3123,66639.2891,53684.0391,47826.6758,43047.1992,3527.5076,1714.6693,3351.7781,33279.1758,41408.3281,44580.6641,111.651215,NaN,NaN,NaN
-1143.8728,-1345.0162,-1315.3555,-1262.0018,52030.3438,51363.1445,65878.3203,43346.4688,438.6083,3438.8604,-564.5827,2390.7424,66401.6875,53704.7344,47701.6836,44673.0000,2458.2671,3991.6414,3612.5334,32852.3242,42337.7344,44434.1250,111.655212,NaN,NaN,NaN
-3228.5083,-3270.3730,-3238.9688,-3346.5925,52056.3828,51452.8633,65808.0703,44136.1563,-2415.7988,3619.7085,-3002.7556,729.6503,66295.8516,53708.0000,47642.8320,45497.5117,812.6423,4730.2993,3746.4875,32622.8164,42810.8750,44359.7188,111.659210,NaN,NaN,NaN
-292.0926,-634.7448,-74.1184,-783.9650,52082.0430,51281.5156,65882.5703,43225.9922,1145.8174,3338.9705,722.7213,2696.4919,66445.9688,53681.0195,47715.3633,44477.0859,2817.1467,4006.1477,3579.9893,32873.4023,42241.8242,44445.8398,111.663208,NaN,NaN,NaN
3620.2673,3338.7693,3491.9458,3092.2297,52062.4844,51070.3359,66008.1875,41746.6641,3250.6365,2960.1755,3837.3696,3436.5134,66659.5625,53663.0273,47827.3008,42902.0273,3556.5647,2046.1010,3326.3193,33296.9219,41331.5938,44587.2344,111.667206,NaN,NaN,NaN
3294.1328,3029.6448,3033.7576,2906.2407,52038.5938,51126.2383,66009.1953,41838.0820,3192.8572,3036.3279,3542.9526,3429.8303,66635.2188,53679.0547,47822.4961,43036.4727,3521.0925,1787.9384,3347.1736,33276.2031,41401.3086,44577.2461,111.671204,NaN,NaN,NaN
-1089.9158,-1310.5498,-1270.6295,-1216.5160,52037.3164,51368.5313,65885.2500,43345.9766,540.7111,3453.8584,-467.0620,2422.1243,66407.9453,53709.6992,47708.2305,44672.7305,2445.1243,4007.8242,3611.4607,32853.5078,42332.9961,44434.3945,111.675201,NaN,NaN,NaN
-3209.4868,-3252.5586,-3222.3616,-3322.8550,52053.5469,51449.9805,65805.7500,44134.1445,-2318.9263,3613.8745,-3016.2114,866.9124,66293.2578,53705.8320,47640.0586,45495.0977,987.9023,4731.0371,3746.5994,32622.4590,42811.2773,44359.8516,111.679199,NaN,NaN,NaN
-264.1529,-601.3513,-59.5450,-718.1392,52077.7305,51279.0781,65878.2578,43230.1289,1158.8932,3330.5662,635.2813,2758.5627,66441.4297,53677.9805,47711.2031,44481.5352,2947.5469,4011.6462,3581.1069,32870.5195,42246.8516,44445.0781,111.683197,NaN,NaN,NaN
3632.6724,3354.4827,3501.5793,3115.0508,52068.5430,51076.4180,66012.6563,41757.1680,3255.4868,2976.6711,3836.2297,3440.5591,66663.0234,53666.8945,47831.7031,42913.7813,3555.1790,2023.0116,3325.6265,33293.2344,41332.9766,44584.9766,111.687195,NaN,NaN,NaN
3304.2805,3050.4766,3053.5164,2931.1182,52036.2891,51122.4180,66007.2500,41830.5273,3185.9504,3030.4270,3535.5764,3430.9033,66633.8125,53676.6836,47820.2813,43027.8203,3525.8757,1819.0967,3345.6760,33276.8945,41397.3086,44577.1992,111.691193,NaN,NaN,NaN
-1108.5123,-1316.1600,-1279.3915,-1207.5530,52031.6836,51362.6523,65880.7109,43334.1758,487.8715,3439.0840,-493.3477,2360.7466,66404.3047,53705.2734,47703.8516,44659.6992,2391.8601,4005.4995,3605.0903,32854.6250,42328.5703,44434.5508,111.695190,NaN,NaN,NaN
-3237.2925,-3277.4363,-3247.8201,-3348.6265,52061.2344,51457.8711,65812.5391,44141.7656,-2441.3916,3633.2983,-3012.3892,685.8185,66299.0469,53711.6406,47646.7188,45504.2617,698.2685,4730.2773,3732.5623,32620.9180,42810.6094,44358.6875,111.699188,NaN,NaN,NaN
-304.9225,-623.8595,-79.7063,-761.1216,52076.7227,51278.6563,65876.3750,43236.5430,1114.7709,3333.4050,679.7166,2684.3550,66438.7891,53676.6172,47709.0352,44488.4844,2806.3955,4019.0222,3579.9446,32865.9141,42249.2227,44442.1289,111.703186,NaN,NaN,NaN
3615.1709,3339.9316,3489.9790,3097.5046,52060.3633,51068.9727,66004.8359,41754.4219,3247.1272,2959.3262,3828.3621,3433.6079,66655.5625,53660.3672,47823.9922,42910.0508,3554.1956,2044.7375,3325.7158,33290.8203,41335.0781,44583.7930,111.707184,NaN,NaN,NaN
3323.6150,3058.1208,3063.7312,2934.2476,52041.3203,51126.1719,66011.9375,41830.0352,3206.2236,3040.9771,3567.6289,3436.1335,66638.1719,53679.9688,47824.8203,43027.8906,3526.0994,1714.3340,3343.7314,33276.7617,41393.1055,44576.4414,111.711182,NaN,NaN,NaN
-1029.7449,-1258.3137,-1209.1846,-1152.6571,52031.4609,51360.7539,65880.9609,43327.0430,589.9072,3439.8440,-395.2235,2436.6753,66404.9063,53704.5586,47703.8516,44652.6602,2501.9202,3998.9729,3606.5432,32854.0469,42322.4453,44433.1445,111.715179,NaN,NaN,NaN
-3206.5364,-3244.3333,-3230.9668,-3317.2000,52050.3047,51447.6797,65802.9297,44132.4453,-2390.0273,3609.8735,-3037.6021,836.6481,66290.2891,53703.4375,47637.2891,45494.1797,983.6332,4728.5786,3744.8335,32619.4414,42810.0273,44357.7500,111.719177,NaN,NaN,NaN
-253.2229,-548.4448,-102.1698,-698.1343,52079.6758,51282.8125,65878.5938,43246.8242,1036.9868,3341.7197,509.0163,2732.2549,66439.7969,53678.9180,47711.1367,44499.6172,2927.6985,4024.7219,3582.0681,32863.7227,42253.9141,44441.5469,111.723175,NaN,NaN,NaN
3630.0127,3359.9812,3496.3269,3116.1460,52064.6758,51073.1523,66008.2109,41762.8477,3240.0193,2971.0833,3816.0237,3435.4854,66657.8203,53663.2500,47827.0547,42919.2148,3553.8826,2103.3662,3325.9841,33288.3867,41337.0898,44582.5430,111.727173,NaN,NaN,NaN
3319.8599,3066.8604,3070.2356,2938.0474,52035.5313,51119.6875,66007.5625,41820.0898,3177.2334,3023.9004,3534.7271,3431.9539,66634.6641,53676.0117,47820.3711,43016.4453,3527.9768,1780.9423,3344.8044,33279.4648,41391.8750,44578.7852,111.731171,NaN,NaN,NaN
-1071.3638,-1282.0066,-1245.6627,-1213.4539,52036.5586,51364.8438,65886.5469,43325.3672,512.5031,3444.6497,-521.8909,2434.4624,66410.6484,53709.2266,47709.3047,44650.3789,2447.5830,3991.0828,3604.2856,32859.3867,42322.0430,44437.5703,111.735168,NaN,NaN,NaN
-3228.3071,-3268.1379,-3246.9707,-3343.0833,52057.5234,51454.7852,65809.5938,44139.6406,-2395.9729,3625.6316,-3051.0354,795.4762,66296.2578,53709.4063,47643.6563,45502.2930,860.5645,4729.9644,3731.5120,32620.5586,42811.5469,44359.0469,111.739166,NaN,NaN,NaN
-327.7213,-636.5776,-134.0211,-752.6056,52072.7461,51277.2031,65871.5078,43248.1445,1080.8409,3327.6382,552.2445,2731.4724,66432.8047,53673.3750,47704.1211,44500.6445,2925.4634,4023.7385,3581.7998,32860.6406,42258.2305,44440.3164,111.743164,NaN,NaN,NaN
3606.5879,3334.4106,3479.6301,3100.9915,52062.0625,51070.8945,66004.8750,41765.5078,3242.9250,2967.1492,3817.2979,3432.9819,66654.1094,53660.3008,47823.5430,42921.6719,3551.7144,2032.7123,3325.2466,33284.6758,41338.7227,44580.3281,111.747162,NaN,NaN,NaN
3335.1038,3082.3501,3084.0488,2953.4253,52036.3359,51118.9297,66008.1172,41815.5078,3187.9844,3028.7283,3551.6475,3433.2278,66634.8203,53675.0078,47820.4141,43011.5039,3527.8428,1663.5732,3340.0435,33276.7188,41384.9922,44575.4570,111.751160,NaN,NaN,NaN
-1038.6855,-1249.5519,-1213.6774,-1167.4315,52025.9844,51353.6016,65877.3594,43308.5586,558.3242,3424.3989,-451.1476,2466.2466,66402.2500,53699.8867,47700.0977,44632.4102,2538.9792,3975.1458,3602.5200,32856.3711,42313.3711,44433.6563,111.755157,NaN,NaN,NaN
-3231.7715,-3265.9697,-3258.0796,-3340.5127,52052.8750,51450.6758,65805.3438,44135.6406,-2348.3188,3616.5344,-3060.2666,794.0010,66292.1875,53705.4297,47639.6563,45498.4258,900.7976,4727.8184,3743.2466,32618.1016,42810.0273,44357.1016,111.759155,NaN,NaN,NaN
-381.7454,-640.9139,-228.1219,-776.7007,52077.0156,51282.1641,65874.9453,43259.7656,1015.8420,3339.7080,432.6851,2722.1294,66435.3750,53676.8633,47707.3398,44513.5195,2910.3982,4037.1050,3583.4539,32858.1797,42263.3242,44439.8711,111.763153,NaN,NaN,NaN
3594.9204,3335.5508,3462.7544,3095.9846,52060.1602,51069.6680,66003.0000,41769.0156,3225.4460,2961.0696,3794.7227,3429.9868,66652.7422,53659.5859,47822.0234,42925.2500,3553.6143,2124.4885,3327.9065,33285.2109,41344.3125,44582.2500,111.767151,NaN,NaN,NaN
3344.8491,3092.3860,3093.2354,2961.0920,52038.2109,51119.9805,66010.4219,41812.4453,3185.8835,3027.3201,3555.0671,3431.5291,66637.9453,53677.1328,47823.0977,43008.0625,3522.8137,1694.7762,3341.7197,33280.8281,41384.8125,44579.1445,111.771149,NaN,NaN,NaN
-1021.9664,-1233.8610,-1198.7687,-1157.7980,52031.2383,51357.0195,65882.7734,43306.2813,564.0015,3434.3455,-457.8755,2473.0193,66407.5703,53703.7305,47704.9922,44629.9727,2508.4468,3949.6201,3601.7822,32858.7188,42309.6836,44435.1094,111.775146,NaN,NaN,NaN
-3227.9048,-3266.9309,-3249.5413,-3341.6079,52049.1211,51447.2773,65802.3516,44132.8242,-2381.5559,3610.1643,-3052.3765,791.4305,66288.6328,53702.4102,47636.0586,45494.9844,923.1717,4727.4160,3743.8723,32617.1621,42809.8711,44356.7227,111.779144,NaN,NaN,NaN
-405.9524,-735.0818,-216.8343,-890.9852,52075.0234,51281.7188,65872.6875,43265.6875,1025.0286,3337.7188,478.3497,2710.0149,66432.2422,53675.2969,47705.0586,44519.7344,2901.2117,4035.4063,3585.0857,32855.1172,42267.5039,44438.6406,111.783142,NaN,NaN,NaN
3580.8835,3296.3904,3460.0276,3046.0732,52062.9102,51072.0820,66004.7891,41776.0781,3235.1689,2971.7314,3803.2610,3433.2502,66653.4844,53660.8594,47823.4570,42932.9180,3551.7144,2067.7822,3326.5430,33281.1211,41344.7813,44579.4336,111.787140,NaN,NaN,NaN
3354.4602,3102.8914,3104.5232,2969.9209,52030.0977,51110.6836,66003.0234,41799.4609,3184.4082,3014.2668,3565.3489,3425.0471,66631.0859,53669.4648,47815.5430,42994.3164,3522.1206,1707.4050,3335.3718,33276.3828,41376.2734,44574.1367,111.791138,NaN,NaN,NaN
-991.3445,-1203.3732,-1169.9796,-1133.2781,52029.5391,51354.8086,65881.7188,43297.6953,485.9492,3429.4951,-409.2381,2370.8940,66407.2344,53702.2305,47704.3203,44621.1211,2389.2896,3956.3032,3599.6589,32859.2773,42304.4531,44434.7070,111.795135,NaN,NaN,NaN
-991.3445,-1203.3732,-1169.9796,-1133.2781,52029.5391,51354.8086,65881.7188,43297.6953,485.9492,3429.4951,-409.2381,2370.8940,66407.2344,53702.2305,47704.3203,44621.1211,2389.2896,3956.3032,3599.6589,32859.2773,42304.4531,44434.7070,111.799133,NaN,NaN,NaN
-3238.8794,-3276.9668,-3257.9006,-3350.6604,52056.7852,51454.6758,65809.1641,44140.1797,-2411.0825,3626.9727,-3059.6184,742.7708,66295.1406,53708.7148,47643.0781,45504.0156,796.4150,4728.2432,3743.9841,32617.8105,42811.0977,44357.5703,111.803131,NaN,NaN,NaN
-428.8405,-738.8816,-221.3046,-868.9464,52072.9453,51280.5547,65870.0078,43271.5664,1050.7555,3334.7461,459.7977,2704.0247,66429.2891,53673.7109,47702.4648,44526.1250,2891.8015,4048.3479,3586.1360,32852.5938,42272.3555,44437.8828,111.807129,NaN,NaN,NaN
3577.1731,3299.6985,3457.3455,3059.8420,52062.2188,51072.3945,66003.5625,41780.7500,3234.8113,2969.2280,3798.5000,3431.1045,66651.8750,53660.1445,47822.3594,42937.3867,3552.0498,1999.4976,3328.1077,33279.6211,41348.2891,44579.2773,111.811127,NaN,NaN,NaN
3369.3914,3118.0459,3117.3752,2985.7236,52039.9766,51118.9961,66012.2109,41803.9063,3200.1663,3032.0811,3578.6929,3435.7537,66639.7109,53677.0859,47824.4375,42999.0313,3526.2781,1592.3606,3337.0706,33279.4883,41375.3125,44576.6641,111.815125,NaN,NaN,NaN
-974.2231,-1186.8105,-1151.6066,-1100.3540,52028.2422,51352.2813,65881.1641,43290.3203,598.5350,3422.9236,-376.3363,2474.2932,66407.2969,53701.5859,47703.6953,44612.6719,2546.0425,3941.4617,3600.3293,32862.4063,42302.1719,44436.9219,111.819122,NaN,NaN,NaN
-3232.8892,-3275.1787,-3240.9133,-3338.9929,52052.5859,51451.5898,65805.4531,44137.0938,-2449.1477,3617.1604,-3044.2180,716.5745,66292.0078,53706.0781,47639.9258,45500.6406,832.2225,4728.1089,3745.1687,32617.8555,42811.7930,44358.0195,111.823120,NaN,NaN,NaN
-422.6491,-774.3315,-163.9724,-865.1689,52081.7070,51290.3438,65877.1406,43287.0781,962.3096,3355.3992,495.2699,2571.0540,66435.7266,53681.1563,47710.0664,44543.7383,2725.9963,4055.6567,3589.3325,32851.9453,42278.3906,44438.7773,111.827118,NaN,NaN,NaN
3577.2625,3286.5334,3465.8838,3048.8450,52063.8711,51074.3164,66004.6094,41787.3672,3240.6899,2969.7422,3804.2444,3430.4338,66653.3438,53662.4453,47823.7695,42944.5625,3552.4297,2125.2485,3332.1755,33281.5664,41354.9063,44582.3203,111.831116,NaN,NaN,NaN
3356.8743,3094.6660,3098.3987,2968.2444,52037.8750,51116.8047,66010.8906,41797.7383,3206.7375,3020.9275,3587.7007,3434.7925,66639.0625,53675.9258,47823.4336,42992.0352,3530.5474,1687.1320,3338.8586,33283.5586,41375.1797,44579.6797,111.835114,NaN,NaN,NaN
-990.4504,-1230.0165,-1174.1371,-1089.7146,52035.8203,51358.8086,65888.4453,43290.4766,615.4776,3439.2405,-309.1023,2438.4412,66413.5547,53706.7031,47710.6680,44613.6563,2453.6404,3943.2275,3598.1389,32863.1211,42296.4492,44435.8711,111.839111,NaN,NaN,NaN
-3225.6694,-3266.0144,-3246.7473,-3326.9229,52049.4336,51448.4180,65802.4141,44134.4102,-2425.1418,3616.5569,-3034.8975,784.9485,66288.3203,53702.8125,47636.4609,45498.3828,877.9542,4724.8682,3741.7712,32613.5410,42807.6328,44353.4609,111.843109,NaN,NaN,NaN
-432.1263,-741.5414,-238.5825,-864.4313,52070.8438,51280.9805,65866.6328,43284.5781,1003.3698,3336.8472,458.0543,2688.5347,66425.3125,53672.5703,47699.6055,44541.0117,2883.4419,4060.1272,3587.4773,32846.6250,42279.9766,44434.8398,111.847107,NaN,NaN,NaN
3576.0107,3297.8657,3455.9819,3059.5737,52066.6641,51077.1328,66005.9922,41794.6094,3238.9241,2980.7390,3801.4951,3435.6865,66653.9922,53663.8984,47825.4453,42953.1875,3553.2119,2052.4041,3329.8286,33277.0742,41354.8828,44578.5625,111.851105,NaN,NaN,NaN
3402.5613,3153.2275,3152.2441,3017.7759,52039.1719,51116.1563,66011.9844,41793.8711,3212.4819,3023.8333,3603.3247,3438.2122,66640.7813,53676.8398,47824.6406,42988.2578,3532.9390,1668.9823,3337.4282,33284.4297,41371.8047,44579.5234,111.855103,NaN,NaN,NaN
-892.3934,-1104.7797,-1068.9275,-1024.3134,52027.3047,51349.2852,65881.3828,43275.4102,690.7360,3416.9780,-289.2092,2516.8958,66408.4375,53700.7109,47703.9414,44597.2266,2575.5913,3949.5308,3596.0378,32866.2031,42293.3438,44437.7461,111.859100,NaN,NaN,NaN
-3230.4304,-3271.4236,-3241.5393,-3335.2603,52055.1992,51454.1836,65807.8438,44140.1992,-2440.7881,3625.6316,-3042.4746,741.2062,66293.2344,53707.7969,47641.8242,45504.8633,811.0554,4727.3491,3734.8198,32616.3789,42810.5391,44356.0977,111.863098,NaN,NaN,NaN
-442.2516,-763.7368,-193.3202,-836.2905,52078.4023,51289.0703,65872.7813,43299.6406,933.2971,3352.8286,461.5412,2569.6235,66430.0313,53678.3828,47705.5039,44557.2188,2724.0964,4070.2971,3590.4500,32846.7383,42287.1289,44436.1367,111.867096,NaN,NaN,NaN
3566.0867,3287.1816,3455.6689,3060.2666,52060.4297,51071.6797,65999.9609,41794.8555,3234.9231,2965.7859,3795.1697,3426.2095,66648.1172,53659.1172,47819.3203,42952.3828,3550.8650,2166.1299,3332.0637,33276.4922,41359.5313,44578.9883,111.871094,NaN,NaN,NaN
3371.9617,3115.3413,3111.9216,2980.1357,52039.9570,51116.1797,66012.9219,41790.2734,3206.1565,3024.3027,3598.9436,3438.5698,66642.1953,53677.2891,47825.8711,42984.5938,3533.0955,1599.6696,3335.5283,33285.2344,41368.2031,44579.2578,111.875092,NaN,NaN,NaN
-970.1998,-1194.1195,-1161.5978,-1073.0402,52032.7148,51353.2188,65886.6797,43273.8906,697.1732,3427.5952,-262.4318,2527.1553,66413.8281,53704.6680,47709.2383,44596.0664,2593.6069,3919.3782,3595.5908,32867.9922,42288.9844,44438.0156,111.879089,NaN,NaN,NaN
-3241.9417,-3274.9775,-3267.5566,-3336.5566,52050.0820,51449.6680,65803.6016,44136.1094,-2410.5461,3612.1311,-3052.8906,796.0350,66289.9531,53704.9609,47637.9141,45500.5039,950.1503,4729.0254,3745.7722,32618.5254,42813.1563,44358.3320,111.883087,NaN,NaN,NaN
-569.5448,-816.3975,-384.8076,-917.1144,52079.9648,51291.8633,65873.6484,43308.9180,862.5091,3354.0132,309.3034,2659.7234,66430.7891,53680.7539,47706.8008,44567.3867,2869.4944,4079.9978,3594.6521,32847.6523,42294.7969,44438.3516,111.887085,NaN,NaN,NaN
3537.1187,3279.0007,3420.9121,3056.2434,52065.2813,51076.1719,66003.4922,41804.5117,3213.7561,2977.1404,3772.4155,3432.5125,66650.5938,53662.4219,47822.6055,42962.7109,3555.1790,2206.8101,3333.0696,33275.1953,41362.7969,44578.3164,111.891083,NaN,NaN,NaN
3401.6226,3153.2275,3150.6123,3013.4622,52032.1328,51107.2852,66005.9766,41778.1133,3192.9690,3007.0247,3597.2449,3427.1257,66635.4219,53670.0898,47818.2930,42970.8008,3525.0264,1692.5635,3332.7568,33284.0469,41362.9297,44577.1758,111.895081,NaN,NaN,NaN
-890.6499,-1103.5950,-1072.0790,-1033.4775,52028.6680,51348.2148,65883.6406,43262.9844,644.3113,3418.6768,-313.8185,2502.3894,66410.8516,53700.8906,47705.6836,44584.1953,2530.1951,3923.2898,3591.1428,32867.9922,42282.6836,44436.6758,111.899078,NaN,NaN,NaN
-3236.7783,-3273.0105,-3263.6003,-3345.0950,52053.3203,51452.5977,65806.4609,44139.2383,-2411.6638,3621.8765,-3073.2976,791.6541,66291.9844,53707.1953,47640.2148,45504.4414,885.1067,4728.0195,3734.1941,32617.4082,42811.9727,44357.1250,111.903076,NaN,NaN,NaN
-525.5118,-823.7958,-339.5230,-943.4894,52073.7500,51287.1250,65867.4844,43310.4805,880.1893,3344.9607,315.9196,2651.4309,66424.4453,53675.8359,47700.4531,44569.2891,2858.2068,4077.7402,3592.1487,32843.2734,42297.3906,44435.6680,111.907074,NaN,NaN,NaN
3546.6628,3268.0708,3431.6409,3032.3269,52064.8789,51076.7305,66002.7734,41809.2266,3221.8027,2976.2017,3774.3154,3431.0374,66650.1953,53662.6250,47822.2031,42968.0547,3554.1956,2113.9609,3334.3660,33274.2344,41366.9102,44578.9453,111.911072,NaN,NaN,NaN
3427.2600,3180.6755,3177.1438,3040.0830,52039.4180,51113.1641,66013.1016,41780.2813,3209.7327,3019.6089,3616.6909,3438.2346,66642.5938,53676.1914,47825.3125,42973.2617,3534.6152,1544.0138,3334.5449,33287.7383,41362.6406,44580.5742,111.915070,NaN,NaN,NaN
-840.4703,-1052.0072,-1020.0442,-977.3076,52026.4531,51345.1719,65882.5000,43253.9336,695.8768,3410.7197,-263.0800,2543.6731,66410.0469,53699.0820,47704.2773,44574.0469,2625.2346,3889.3374,3593.0205,32870.6523,42279.3047,44438.5078,111.919067,NaN,NaN,NaN
-3244.0427,-3278.9338,-3272.2505,-3349.7441,52050.8633,51450.9414,65804.5156,44137.0039,-2388.1943,3617.2273,-3072.8059,759.4899,66289.5469,53704.9609,47638.0938,45501.9805,871.2486,4726.9468,3743.8723,32616.0000,42810.9883,44356.1406,111.923065,NaN,NaN,NaN
-636.4435,-914.7004,-449.8512,-1001.6040,52076.7227,51290.7461,65869.3828,43320.8750,874.3779,3356.8518,271.1266,2661.1763,66424.9375,53677.3984,47701.9531,44580.6406,2832.0330,4087.1504,3593.3557,32838.5547,42300.2070,44432.9180,111.927063,NaN,NaN,NaN
3505.6921,3234.9231,3395.0735,3018.8489,52060.2969,51072.5703,65997.9063,41810.3008,3204.9719,2969.3398,3757.1716,3428.1094,66645.1406,53658.3789,47817.3516,42968.9023,3553.2566,2195.6340,3333.3379,33270.0781,41368.5859,44576.5508,111.931061,NaN,NaN,NaN
3463.2910,3213.3984,3209.2856,3068.6709,52037.5195,51110.9063,66011.7656,41773.8008,3209.8445,3014.7139,3629.1633,3433.0713,66641.7031,53674.3164,47824.2813,42966.3086,3527.3511,1658.4099,3332.3767,33287.2461,41358.7500,44579.9492,111.935059,NaN,NaN,NaN
-733.6066,-960.4544,-930.9054,-892.0358,52032.6016,51349.8008,65888.6016,43252.7695,729.9633,3424.8682,-212.7886,2551.1833,66416.1484,53703.5508,47710.3320,44573.1992,2582.8782,3899.8875,3590.9417,32871.4805,42274.7227,44438.7773,111.939056,NaN,NaN,NaN
-3227.4800,-3264.6062,-3257.6548,-3335.4612,52047.0625,51447.4102,65801.2969,44133.7422,-2375.5210,3611.7959,-3059.7302,789.5306,66286.3125,53701.7188,47634.6484,45498.3359,924.1552,4725.1138,3742.4419,32613.9434,42809.6016,44354.6445,111.943054,NaN,NaN,NaN
-588.0967,-883.7209,-402.8008,-1007.6166,52073.3047,51289.3828,65865.9141,43324.9648,878.0212,3353.1191,295.8477,2630.6660,66420.8203,53674.4492,47698.5547,44585.1797,2833.1729,4088.1563,3593.1545,32833.7734,42302.4648,44430.1484,111.947052,NaN,NaN,NaN
3523.7300,3243.8191,3412.8208,3003.9180,52066.3516,51078.8984,66002.8906,41821.0742,3220.3052,2986.4387,3767.6545,3433.0938,66648.7188,53662.3125,47821.8672,42980.5273,3551.4238,2178.3340,3333.1592,33266.4570,41370.0820,44574.6055,111.951050,NaN,NaN,NaN
3441.5427,3194.1089,3191.2478,3053.2258,52032.8242,51105.0508,66007.8281,41764.7031,3214.2031,3005.4824,3629.5879,3431.4172,66638.0391,53669.8438,47819.9258,42955.9609,3531.3296,1684.0474,3329.9404,33286.0586,41353.8984,44578.6289,111.955048,NaN,NaN,NaN
-788.6589,-1005.6497,-970.1998,-925.2504,52026.6328,51343.5859,65884.1797,43239.9844,710.3608,3411.0103,-205.8819,2473.7346,66412.2188,53698.6094,47705.7305,44559.2305,2513.0959,3896.5125,3585.2419,32871.3242,42268.6914,44437.9258,111.959045,NaN,NaN,NaN
-3240.8464,-3277.6375,-3269.9036,-3346.7712,52053.8594,51454.4297,65807.8672,44140.0234,-2421.5208,3629.7219,-3070.6155,711.4337,66292.0313,53707.2852,47640.8633,45505.9805,750.0128,4724.6670,3734.1047,32613.2500,42809.4453,44354.7344,111.963043,NaN,NaN,NaN
